Timestamp, Selection, Source, Description, Index
1748019870518, 2D, State, INIT, 
1748019870523, 2D, State, START, 
1748019873334, 2D, State, WAIT, 
1748019890115, 2D, State, RESET, 
1748019890132, 2D, App Event, Target direction[Down_out_left], 11 / 1
1748019892196, 2D, Control Event, LEFT, 7 / 4
1748019892376, 2D, Control Event, LEFT, 7 / 3
1748019892544, 2D, Control Event, LEFT, 7 / 2
1748019893940, 2D, Control Event, LEFT, 7 / 1
1748019894121, 2D, Control Event, LEFT, 7 / 1
1748019895276, 2D, Control Event, RIGHT, 7 / 2
1748019895670, 2D, Control Event, DOWN, 8 / 2
1748019895743, 2D, Control Event, DOWN, 9 / 2
1748019897006, 2D, Control Event, DOWN, 10 / 2
1748019897206, 2D, Control Event, DOWN, 11 / 2
1748019897352, 2D, Control Event, DOWN, 12 / 2
1748019898759, 2D, Control Event, UP, 11 / 2
1748019900388, 2D, Control Event, LEFT, 11 / 1
1748019901290, 2D, Control Event, SELECT, 11 / 1
1748019901312, 2D, App Event, Target selected, 
1748019901334, 2D, State, WAIT, 
1748019922805, 2D, State, RESET, 
1748019922828, 2D, App Event, Target direction[Down_left], 9 / 3
1748019925022, 2D, Control Event, SELECT, 7 / 5
1748019925862, 2D, Control Event, LEFT, 7 / 4
1748019927001, 2D, Control Event, LEFT, 7 / 3
1748019928120, 2D, Control Event, RIGHT, 7 / 4
1748019929155, 2D, Control Event, DOWN, 8 / 4
1748019929356, 2D, Control Event, DOWN, 9 / 4
1748019932482, 2D, Control Event, SELECT, 9 / 4
1748019938493, 2D, Control Event, LEFT, 9 / 3
1748019939230, 2D, Control Event, SELECT, 9 / 3
1748019939254, 2D, App Event, Target selected, 
1748019939275, 2D, State, WAIT, 
1748019959570, 2D, State, RESET, 
1748019959589, 2D, App Event, Target direction[Down_out_right], 11 / 9
1748019961812, 2D, Control Event, RIGHT, 7 / 6
1748019962362, 2D, Control Event, SELECT, 7 / 6
1748019962897, 2D, Control Event, SELECT, 7 / 6
1748019963429, 2D, Control Event, SELECT, 7 / 6
1748019966013, 2D, Control Event, RIGHT, 7 / 7
1748019966104, 2D, Control Event, RIGHT, 7 / 8
1748019966279, 2D, Control Event, RIGHT, 7 / 9
1748019966440, 2D, Control Event, RIGHT, 7 / 9
1748019967856, 2D, Control Event, DOWN, 8 / 9
1748019968054, 2D, Control Event, DOWN, 9 / 9
1748019969490, 2D, Control Event, DOWN, 10 / 9
1748019969692, 2D, Control Event, DOWN, 11 / 9
1748019970857, 2D, Control Event, SELECT, 11 / 9
1748019970882, 2D, App Event, Target selected, 
1748019970902, 2D, State, WAIT, 
1748019995305, 2D, State, RESET, 
1748019995323, 2D, App Event, Target direction[Up_right], 6 / 6
1748019999690, 2D, Control Event, LEFT, 7 / 4
1748020001126, 2D, Control Event, RIGHT, 7 / 5
1748020002082, 2D, Control Event, RIGHT, 7 / 6
1748020003083, 2D, Control Event, UP, 6 / 6
1748020003839, 2D, Control Event, SELECT, 6 / 6
1748020003859, 2D, App Event, Target selected, 
1748020003879, 2D, State, WAIT, 
1748020023888, 2D, State, RESET, 
1748020023905, 2D, App Event, Target direction[Up_out_right], 3 / 8
1748020027039, 2D, Control Event, RIGHT, 7 / 6
1748020027644, 2D, Control Event, RIGHT, 7 / 7
1748020028983, 2D, Control Event, RIGHT, 7 / 8
1748020030101, 2D, Control Event, UP, 6 / 8
1748020030298, 2D, Control Event, UP, 5 / 8
1748020030518, 2D, Control Event, UP, 4 / 8
1748020031992, 2D, Control Event, SELECT, 4 / 8
1748020033988, 2D, Control Event, UP, 3 / 8
1748020034184, 2D, Control Event, UP, 2 / 8
1748020034315, 2D, Control Event, UP, 1 / 8
1748020037048, 2D, Control Event, SELECT, 1 / 8
1748020038034, 2D, Control Event, SELECT, 1 / 8
1748020039160, 2D, Control Event, DOWN, 2 / 8
1748020040144, 2D, Control Event, RIGHT, 2 / 9
1748020041784, 2D, Control Event, RIGHT, 2 / 9
1748020042716, 2D, Control Event, RIGHT, 2 / 9
1748020043997, 2D, User Event, No target selected, 3 / 8
1748020044043, 2D, State, WAIT, 
1748020069146, 2D, State, RESET, 
1748020069164, 2D, App Event, Target direction[Up_out_left], 3 / 2
1748020071305, 2D, Control Event, LEFT, 7 / 4
1748020071454, 2D, Control Event, LEFT, 7 / 3
1748020072693, 2D, Control Event, LEFT, 7 / 2
1748020072858, 2D, Control Event, LEFT, 7 / 1
1748020073109, 2D, Control Event, LEFT, 7 / 1
1748020074035, 2D, Control Event, RIGHT, 7 / 2
1748020075061, 2D, Control Event, LEFT, 7 / 1
1748020075258, 2D, Control Event, UP, 6 / 1
1748020075459, 2D, Control Event, UP, 5 / 1
1748020075568, 2D, Control Event, UP, 4 / 1
1748020076353, 2D, Control Event, RIGHT, 4 / 2
1748020077316, 2D, Control Event, UP, 3 / 2
1748020077445, 2D, Control Event, UP, 2 / 2
1748020077569, 2D, Control Event, UP, 1 / 2
1748020078441, 2D, Control Event, DOWN, 2 / 2
1748020079972, 2D, Control Event, DOWN, 3 / 2
1748020080829, 2D, Control Event, SELECT, 3 / 2
1748020080849, 2D, App Event, Target selected, 
1748020080871, 2D, State, WAIT, 
1748020102290, 2D, State, RESET, 
1748020102307, 2D, App Event, Target direction[Down_right], 8 / 7
1748020105041, 2D, Control Event, RIGHT, 7 / 6
1748020105774, 2D, Control Event, RIGHT, 7 / 7
1748020106593, 2D, Control Event, DOWN, 8 / 7
1748020107252, 2D, Control Event, SELECT, 8 / 7
1748020107272, 2D, App Event, Target selected, 
1748020107292, 2D, State, WAIT, 
1748020127670, 2D, State, RESET, 
1748020127690, 2D, App Event, Target direction[Up_left], 4 / 4
1748020130654, 2D, Control Event, RIGHT, 7 / 6
1748020132092, 2D, Control Event, UP, 6 / 6
1748020132292, 2D, Control Event, UP, 5 / 6
1748020133028, 2D, Control Event, LEFT, 5 / 5
1748020134489, 2D, Control Event, SELECT, 5 / 5
1748020135207, 2D, Control Event, SELECT, 5 / 5
1748020135843, 2D, Control Event, SELECT, 5 / 5
1748020136877, 2D, Control Event, UP, 4 / 5
1748020141101, 2D, Control Event, LEFT, 4 / 4
1748020141967, 2D, Control Event, SELECT, 4 / 4
1748020141989, 2D, App Event, Target selected, 
1748020142010, 2D, State, END, 
1748020142034, 2D, App Event, 2D assignment finished, 
1748020142124, 2D, State, INIT, 
1748020142148, 2D, State, START, 
1748020142290, Horizontal, State, INIT, 
1748020142299, Horizontal, State, START, 
1748020144510, Horizontal, State, WAIT, 
1748020163228, Horizontal, State, RESET, 
1748020163254, Horizontal, App Event, Target direction[Left], 6
1748020167292, Horizontal, Control Event, LEFT, 8
1748020168089, Horizontal, Control Event, SELECT, 8
1748020170665, Horizontal, Control Event, LEFT, 7
1748020174052, Horizontal, Control Event, LEFT, 6
1748020174832, Horizontal, Control Event, SELECT, 6
1748020174847, Horizontal, App Event, Target selected, 
1748020174862, Horizontal, State, WAIT, 
1748020190661, Horizontal, State, RESET, 
1748020190686, Horizontal, App Event, Target direction[Left], 7
1748020192864, Horizontal, Control Event, LEFT, 8
1748020195375, Horizontal, Control Event, SELECT, 8
1748020198225, Horizontal, Control Event, LEFT, 7
1748020198247, Horizontal, Control Event, SELECT, 7
1748020198268, Horizontal, App Event, Target selected, 
1748020198289, Horizontal, State, WAIT, 
1748020214786, Horizontal, State, RESET, 
1748020214803, Horizontal, App Event, Target direction[Left_out], 1
1748020217447, Horizontal, Control Event, LEFT, 8
1748020219002, Horizontal, Control Event, LEFT, 7
1748020220220, Horizontal, Control Event, LEFT, 6
1748020220937, Horizontal, Control Event, LEFT, 5
1748020221164, Horizontal, Control Event, LEFT, 4
1748020221357, Horizontal, Control Event, LEFT, 3
1748020221439, Horizontal, Control Event, LEFT, 2
1748020222372, Horizontal, Control Event, LEFT, 1
1748020222570, Horizontal, Control Event, LEFT, 1
1748020222888, Horizontal, Control Event, LEFT, 1
1748020223486, Horizontal, Control Event, SELECT, 1
1748020223507, Horizontal, App Event, Target selected, 
1748020223534, Horizontal, State, WAIT, 
