Timestamp, Selection, Source, Description, Index
1754400151425, 2D, State, INIT, 
1754400151435, 2D, State, START, 
1754400154026, 2D, State, WAIT, 
1754400178240, 2D, State, RESET, 
1754400178258, 2D, App Event, Target direction[Up_left], 5 / 3
1754400181787, 2D, Control Event, UP, 6 / 5
1754400181900, 2D, Control Event, UP, 5 / 5
1754400183580, 2D, Control Event, LEFT, 5 / 4
1754400184226, 2D, Control Event, LEFT, 5 / 3
1754400185804, 2D, Control Event, SELECT, 5 / 3
1754400185824, 2D, App Event, Target selected, 
1754400185851, 2D, State, WAIT, 
1754400203479, 2D, State, RESET, 
1754400203504, 2D, App Event, Target direction[Up_right], 5 / 7
1754400205913, 2D, Control Event, UP, 6 / 5
1754400206463, 2D, Control Event, UP, 5 / 5
1754400207799, 2D, Control Event, RIGHT, 5 / 6
1754400208709, 2D, Control Event, RIGHT, 5 / 7
1754400209773, 2D, Control Event, SELECT, 5 / 7
1754400209795, 2D, App Event, Target selected, 
1754400209815, 2D, State, WAIT, 
1754400227185, 2D, State, RESET, 
1754400227207, 2D, App Event, Target direction[Down_out_left], 11 / 1
1754400233622, 2D, Control Event, LEFT, 7 / 4
1754400234117, 2D, Control Event, LEFT, 7 / 3
1754400234920, 2D, Control Event, LEFT, 7 / 2
1754400235948, 2D, Control Event, LEFT, 7 / 1
1754400238303, 2D, Control Event, UP, 6 / 1
1754400238621, 2D, Control Event, UP, 5 / 1
1754400238756, 2D, Control Event, UP, 4 / 1
1754400239940, 2D, Control Event, UP, 3 / 1
1754400241378, 2D, Control Event, UP, 2 / 1
1754400243759, 2D, Control Event, UP, 1 / 1
1754400244343, 2D, Control Event, UP, 1 / 1
1754400246180, 2D, Control Event, UP, 1 / 1
1754400246379, 2D, Control Event, UP, 1 / 1
1754400247318, 2D, User Event, No target selected, 11 / 1
1754400247361, 2D, State, WAIT, 
1754400264143, 2D, State, RESET, 
1754400264163, 2D, App Event, Target direction[Down_left], 10 / 4
1754400267843, 2D, Control Event, LEFT, 7 / 4
1754400270414, 2D, Control Event, DOWN, 8 / 4
1754400270561, 2D, Control Event, DOWN, 9 / 4
1754400270765, 2D, Control Event, DOWN, 10 / 4
1754400270965, 2D, Control Event, DOWN, 11 / 4
1754400271158, 2D, Control Event, DOWN, 12 / 4
1754400271276, 2D, Control Event, DOWN, 13 / 4
1754400271463, 2D, Control Event, DOWN, 13 / 4
1754400273540, 2D, Control Event, UP, 12 / 4
