Timestamp, Selection, Source, Description, Index
1748096815182, 2D, State, INIT, 
1748096815188, 2D, State, START, 
1748096816163, 2D, User Event, Clicked, 6 / 5
1748096816178, 2D, State, START, 
1748096818000, 2D, State, WAIT, 
1748096835113, 2D, State, RESET, 
1748096835128, 2D, App Event, Target direction[Down_right], 10 / 6
1748096838053, 2D, Control Event, RIGHT, 7 / 6
1748096838746, 2D, Control Event, DOWN, 8 / 6
1748096839119, 2D, Control Event, DOWN, 9 / 6
1748096839516, 2D, Control Event, DOWN, 10 / 6
1748096840134, 2D, Control Event, SELECT, 10 / 6
1748096840158, 2D, App Event, Target selected, 
1748096840179, 2D, State, WAIT, 
1748096840303, 2D, Control Event, SELECT, 10 / 6
1748096840312, 2D, State, WAIT, 
1748096861849, 2D, State, RESET, 
1748096861865, 2D, App Event, Target direction[Up_out_right], 1 / 9
1748096864708, 2D, Control Event, UP, 6 / 5
1748096864907, 2D, Control Event, UP, 5 / 5
1748096865042, 2D, Control Event, UP, 4 / 5
1748096865303, 2D, Control Event, UP, 3 / 5
1748096865429, 2D, Control Event, UP, 2 / 5
1748096865617, 2D, Control Event, UP, 1 / 5
1748096865781, 2D, Control Event, UP, 1 / 5
1748096866021, 2D, Control Event, UP, 1 / 5
1748096866637, 2D, Control Event, RIGHT, 1 / 6
1748096866821, 2D, Control Event, RIGHT, 1 / 7
1748096867054, 2D, Control Event, RIGHT, 1 / 8
1748096867201, 2D, Control Event, RIGHT, 1 / 9
1748096867324, 2D, Control Event, RIGHT, 1 / 9
1748096867556, 2D, Control Event, RIGHT, 1 / 9
1748096868191, 2D, Control Event, SELECT, 1 / 9
1748096868213, 2D, App Event, Target selected, 
1748096868237, 2D, State, WAIT, 
1748096886607, 2D, State, RESET, 
1748096886626, 2D, App Event, Target direction[Up_right], 6 / 6
1748096889259, 2D, Control Event, UP, 6 / 5
1748096890796, 2D, Control Event, RIGHT, 6 / 6
1748096891608, 2D, Control Event, SELECT, 6 / 6
1748096891634, 2D, App Event, Target selected, 
1748096891655, 2D, State, WAIT, 
1748096910090, 2D, State, RESET, 
1748096910109, 2D, App Event, Target direction[Down_out_right], 13 / 9
1748096912218, 2D, Control Event, RIGHT, 7 / 6
1748096912322, 2D, Control Event, RIGHT, 7 / 7
1748096912534, 2D, Control Event, RIGHT, 7 / 8
1748096912688, 2D, Control Event, RIGHT, 7 / 9
1748096920697, 2D, Control Event, DOWN, 8 / 9
1748096921215, 2D, Control Event, DOWN, 9 / 9
1748096921494, 2D, Control Event, DOWN, 10 / 9
1748096921846, 2D, Control Event, DOWN, 11 / 9
1748096922234, 2D, Control Event, DOWN, 12 / 9
1748096922638, 2D, Control Event, DOWN, 13 / 9
1748096922756, 2D, Control Event, DOWN, 13 / 9
1748096922955, 2D, Control Event, DOWN, 13 / 9
1748096923804, 2D, Control Event, SELECT, 13 / 9
1748096923826, 2D, App Event, Target selected, 
1748096923847, 2D, State, WAIT, 
1748096948340, 2D, State, RESET, 
1748096948362, 2D, App Event, Target direction[Up_out_left], 1 / 2
1748096951304, 2D, Control Event, LEFT, 7 / 4
1748096951503, 2D, Control Event, LEFT, 7 / 3
1748096951665, 2D, Control Event, LEFT, 7 / 2
1748096951802, 2D, Control Event, LEFT, 7 / 1
1748096952019, 2D, Control Event, LEFT, 7 / 1
1748096952685, 2D, Control Event, RIGHT, 7 / 2
1748096953404, 2D, Control Event, UP, 6 / 2
1748096953657, 2D, Control Event, UP, 5 / 2
1748096953814, 2D, Control Event, UP, 4 / 2
1748096953930, 2D, Control Event, UP, 3 / 2
1748096954176, 2D, Control Event, UP, 2 / 2
1748096954786, 2D, Control Event, UP, 1 / 2
