Timestamp, Selection, Source, Description, Index
1749573952401, Vertical, State, INIT, 
1749573952405, Vertical, State, START, 
1749573954781, Vertical, State, WAIT, 
1749573970439, Vertical, State, RESET, 
1749573970455, Vertical, App Event, Target direction[Down_out], 22
1749573972815, Vertical, Control Event, DOWN, 14
1749573972952, Vertical, Control Event, DOWN, 15
1749573973096, Vertical, Control Event, DOWN, 16
1749573973276, Vertical, Control Event, DOWN, 17
1749573973528, Vertical, Control Event, DOWN, 18
1749573973725, Vertical, Control Event, DOWN, 19
1749573973813, Vertical, Control Event, DOWN, 20
1749573974023, Vertical, Control Event, DOWN, 21
1749573974242, Vertical, Control Event, DOWN, 22
1749573974421, Vertical, Control Event, DOWN, 23
1749573974509, Vertical, Control Event, DOWN, 24
1749573974726, Vertical, Control Event, DOWN, 25
1749573976284, Vertical, Control Event, UP, 24
1749573976982, Vertical, Control Event, UP, 23
1749573977504, Vertical, Control Event, UP, 22
1749573978123, Vertical, Control Event, UP, 21
1749573983539, Vertical, Control Event, DOWN, 22
1749573983658, Vertical, Control Event, DOWN, 23
1749573986618, Vertical, Control Event, UP, 22
1749573987534, Vertical, Control Event, DOWN, 23
1749573989780, Vertical, Control Event, UP, 22
1749573990461, Vertical, User Event, No target selected, 22
1749573990494, Vertical, State, WAIT, 
1749573990664, Vertical, Control Event, SELECT, 22
1749573990686, Vertical, State, WAIT, 
1749574014506, Vertical, State, RESET, 
1749574014524, Vertical, App Event, Target direction[Up_out], 1
1749574015886, Vertical, Control Event, UP, 12
1749574016072, Vertical, Control Event, UP, 11
1749574017835, Vertical, Control Event, UP, 10
1749574018554, Vertical, Control Event, UP, 9
1749574019075, Vertical, Control Event, UP, 8
1749574019274, Vertical, Control Event, UP, 7
1749574019471, Vertical, Control Event, UP, 6
1749574019570, Vertical, Control Event, UP, 5
1749574019789, Vertical, Control Event, UP, 4
1749574020311, Vertical, Control Event, UP, 3
1749574020511, Vertical, Control Event, UP, 2
1749574020710, Vertical, Control Event, UP, 1
1749574020900, Vertical, Control Event, UP, 1
1749574021014, Vertical, Control Event, UP, 1
