Timestamp, Selection, Source, Description, Index
1754397707585, Vertical, State, INIT, 
1754397707592, Vertical, State, START, 
1754397710059, Vertical, State, WAIT, 
1754397712555, Vertical, Control Event, UP, 12
1754397712568, Vertical, State, WAIT, 
1754397712796, Vertical, Control Event, UP, 11
1754397712811, Vertical, State, WAIT, 
1754397715472, Vertical, Control Event, DOWN, 12
1754397715489, Vertical, State, WAIT, 
1754397715640, Vertical, Control Event, DOWN, 13
1754397715658, Vertical, State, WAIT, 
1754397715970, Vertical, Control Event, DOWN, 14
1754397715990, Vertical, State, WAIT, 
1754397716089, Vertical, Control Event, DOWN, 15
1754397716107, Vertical, State, WAIT, 
1754397716266, Vertical, Control Event, DOWN, 16
1754397716283, Vertical, State, WAIT, 
1754397716433, Vertical, Control Event, DOWN, 17
1754397716448, Vertical, State, WAIT, 
1754397716593, Vertical, Control Event, DOWN, 18
1754397716607, Vertical, State, WAIT, 
1754397716746, Vertical, Control Event, DOWN, 19
1754397716764, Vertical, State, WAIT, 
1754397717011, Vertical, Control Event, DOWN, 20
1754397717079, Vertical, State, WAIT, 
1754397717717, Vertical, Control Event, DOWN, 21
1754397717783, Vertical, State, WAIT, 
1754397718423, Vertical, Control Event, DOWN, 22
1754397718481, Vertical, State, WAIT, 
1754397719241, Vertical, Control Event, DOWN, 23
1754397719300, Vertical, State, WAIT, 
1754397719422, Vertical, Control Event, DOWN, 24
1754397719460, Vertical, State, WAIT, 
1754397722878, Vertical, Control Event, DOWN, 25
1754397722950, Vertical, State, WAIT, 
1754397723126, Vertical, Control Event, DOWN, 25
1754397723148, Vertical, State, WAIT, 
1754397723315, Vertical, Control Event, DOWN, 25
1754397723333, Vertical, State, WAIT, 
1754397723505, Vertical, Control Event, DOWN, 25
1754397723530, Vertical, State, WAIT, 
1754397723687, Vertical, Control Event, DOWN, 25
1754397723707, Vertical, State, WAIT, 
1754397723828, Vertical, Control Event, DOWN, 25
1754397723845, Vertical, State, WAIT, 
1754397723985, Vertical, Control Event, DOWN, 25
1754397724001, Vertical, State, WAIT, 
1754397728700, Vertical, State, RESET, 
1754397728724, Vertical, App Event, Target direction[Up_out], 4
1754397730506, Vertical, Control Event, UP, 12
1754397730707, Vertical, Control Event, UP, 11
1754397730789, Vertical, Control Event, UP, 10
1754397730909, Vertical, Control Event, UP, 9
1754397731135, Vertical, Control Event, UP, 8
1754397732433, Vertical, Control Event, UP, 7
1754397733053, Vertical, Control Event, UP, 6
1754397733925, Vertical, Control Event, UP, 5
1754397734692, Vertical, Control Event, UP, 4
1754397734863, Vertical, Control Event, UP, 3
1754397734958, Vertical, Control Event, UP, 2
1754397735207, Vertical, Control Event, UP, 1
1754397738070, Vertical, Control Event, DOWN, 2
1754397740326, Vertical, Control Event, DOWN, 3
1754397741548, Vertical, Control Event, DOWN, 4
1754397742308, Vertical, Control Event, SELECT, 4
1754397742333, Vertical, App Event, Target selected, 
1754397742360, Vertical, State, WAIT, 
1754397761465, Vertical, Control Event, UP, 3
1754397761489, Vertical, State, WAIT, 
1754397761723, Vertical, Control Event, UP, 2
