Timestamp, Selection, Source, Description, Index
1749234117065, Vertical, Control Event, SELECT, 13
1749234117069, Vertical, State, INIT, 
1749234117074, Vertical, State, START, 
1749234119005, Vertical, Control Event, SELECT, 13
1749234119027, Vertical, State, START, 
1749234119258, Vertical, State, WAIT, 
1749234119734, Vertical, Control Event, UP, 12
1749234119759, Vertical, State, WAIT, 
1749234120036, Vertical, Control Event, DOWN, 13
1749234120055, Vertical, State, WAIT, 
1749234120252, Vertical, Control Event, DOWN, 14
1749234120279, Vertical, State, WAIT, 
1749234120454, Vertical, Control Event, DOWN, 15
1749234120478, Vertical, State, WAIT, 
1749234121487, Vertical, Control Event, UP, 14
1749234121514, Vertical, State, WAIT, 
1749234121596, Vertical, Control Event, UP, 13
1749234121622, Vertical, State, WAIT, 
1749234122002, Vertical, Control Event, UP, 12
1749234122032, Vertical, State, WAIT, 
1749234122137, Vertical, Control Event, UP, 11
1749234122160, Vertical, State, WAIT, 
1749234122923, Vertical, Control Event, DOWN, 12
1749234122948, Vertical, State, WAIT, 
1749234123122, Vertical, Control Event, DOWN, 13
1749234123149, Vertical, State, WAIT, 
1749234123905, Vertical, Control Event, UP, 12
1749234123929, Vertical, State, WAIT, 
1749234124139, Vertical, Control Event, UP, 11
1749234124165, Vertical, State, WAIT, 
1749234134531, Vertical, State, RESET, 
1749234134550, Vertical, App Event, Target direction[Down], 15
1749234136438, Vertical, Control Event, DOWN, 14
1749234136492, Vertical, Control Event, DOWN, 15
1749234137531, Vertical, Control Event, SELECT, 15
1749234137554, Vertical, App Event, Target selected, 
1749234137579, Vertical, State, WAIT, 
1749234162703, Vertical, State, RESET, 
1749234162722, Vertical, App Event, Target direction[Up_out], 6
1749234168321, Vertical, Control Event, UP, 12
1749234169105, Vertical, Control Event, UP, 11
1749234169822, Vertical, Control Event, UP, 10
1749234171989, Vertical, Control Event, UP, 9
1749234172178, Vertical, Control Event, UP, 8
1749234174525, Vertical, Control Event, UP, 7
1749234176362, Vertical, Control Event, UP, 6
1749234176585, Vertical, Control Event, UP, 5
1749234178316, Vertical, Control Event, DOWN, 6
1749234178519, Vertical, Control Event, DOWN, 7
1749234179335, Vertical, Control Event, UP, 6
1749234180059, Vertical, Control Event, SELECT, 6
1749234180080, Vertical, App Event, Target selected, 
1749234180100, Vertical, State, WAIT, 
1749234202622, Vertical, State, RESET, 
1749234202642, Vertical, App Event, Target direction[Up], 12
1749234204420, Vertical, Control Event, UP, 12
1749234205226, Vertical, Control Event, SELECT, 12
1749234205247, Vertical, App Event, Target selected, 
1749234205266, Vertical, State, WAIT, 
1749234224827, Vertical, State, RESET, 
1749234224858, Vertical, App Event, Target direction[Down], 16
1749234226648, Vertical, Control Event, DOWN, 14
1749234226911, Vertical, Control Event, DOWN, 15
1749234227106, Vertical, Control Event, DOWN, 16
1749234227794, Vertical, Control Event, SELECT, 16
1749234227817, Vertical, App Event, Target selected, 
1749234227843, Vertical, State, WAIT, 
1749234250123, Vertical, State, RESET, 
1749234250139, Vertical, App Event, Target direction[Down_out], 23
1749234251936, Vertical, Control Event, DOWN, 14
1749234252855, Vertical, Control Event, DOWN, 15
1749234253074, Vertical, Control Event, DOWN, 16
1749234253171, Vertical, Control Event, DOWN, 17
1749234253856, Vertical, Control Event, DOWN, 18
1749234255978, Vertical, Control Event, DOWN, 19
1749234257879, Vertical, Control Event, DOWN, 20
1749234258897, Vertical, Control Event, DOWN, 21
1749234262584, Vertical, Control Event, DOWN, 22
1749234265261, Vertical, Control Event, DOWN, 23
1749234266347, Vertical, Control Event, SELECT, 23
1749234266369, Vertical, App Event, Target selected, 
1749234266390, Vertical, State, WAIT, 
1749234290508, Vertical, State, RESET, 
1749234290539, Vertical, App Event, Target direction[Down_out], 25
1749234292595, Vertical, Control Event, DOWN, 14
1749234292795, Vertical, Control Event, DOWN, 15
1749234292902, Vertical, Control Event, DOWN, 16
1749234294031, Vertical, Control Event, DOWN, 17
1749234294330, Vertical, Control Event, DOWN, 18
1749234295664, Vertical, Control Event, DOWN, 19
1749234296836, Vertical, Control Event, DOWN, 20
1749234299454, Vertical, Control Event, DOWN, 21
1749234299542, Vertical, Control Event, DOWN, 22
1749234300689, Vertical, Control Event, DOWN, 23
1749234300904, Vertical, Control Event, DOWN, 24
1749234302124, Vertical, Control Event, DOWN, 25
1749234303018, Vertical, Control Event, SELECT, 25
1749234303042, Vertical, App Event, Target selected, 
1749234303064, Vertical, State, WAIT, 
1749234326879, Vertical, State, RESET, 
1749234326897, Vertical, App Event, Target direction[Up], 11
1749234328662, Vertical, Control Event, UP, 12
1749234328949, Vertical, Control Event, UP, 11
1749234329456, Vertical, Control Event, SELECT, 11
1749234329479, Vertical, App Event, Target selected, 
1749234329501, Vertical, State, WAIT, 
1749234350159, Vertical, State, RESET, 
1749234350189, Vertical, App Event, Target direction[Up_out], 1
1749234352298, Vertical, Control Event, UP, 12
1749234353613, Vertical, Control Event, UP, 11
1749234354749, Vertical, Control Event, UP, 10
1749234354951, Vertical, Control Event, UP, 9
