Timestamp, Selection, Source, Description, Index
1754400914706, 2D, State, INIT, 
1754400914715, 2D, State, START, 
1754400917382, 2D, State, WAIT, 
1754400935374, 2D, State, RESET, 
1754400935394, 2D, App Event, Target direction[Down_left], 9 / 3
1754400939404, 2D, User Event, Clicked, 9 / 4
1754400952172, 2D, User Event, Clicked, 9 / 3
1754400952187, 2D, App Event, Target selected, 
1754400952194, 2D, State, WAIT, 
1754400977315, 2D, State, RESET, 
1754400977331, 2D, App Event, Target direction[Down_out_right], 12 / 9
1754400985579, 2D, User Event, Clicked, 12 / 9
1754400985601, 2D, App Event, Target selected, 
1754400985608, 2D, State, WAIT, 
1754401007470, 2D, State, RESET, 
1754401007492, 2D, App Event, Target direction[Up_left], 6 / 4
1754401010456, 2D, User Event, Clicked, 6 / 4
1754401010474, 2D, App Event, Target selected, 
1754401010489, 2D, State, WAIT, 
1754401027977, 2D, State, RESET, 
1754401028002, 2D, App Event, Target direction[Up_right], 4 / 7
1754401029500, 2D, User Event, Clicked, 4 / 7
1754401029526, 2D, App Event, Target selected, 
1754401029536, 2D, State, WAIT, 
1754401046576, 2D, State, RESET, 
1754401046595, 2D, App Event, Target direction[Up_out_left], 2 / 2
1754401051231, 2D, User Event, Clicked, 2 / 2
1754401051248, 2D, App Event, Target selected, 
1754401051256, 2D, State, WAIT, 
1754401067336, 2D, State, RESET, 
1754401067356, 2D, App Event, Target direction[Down_right], 10 / 7
1754401074706, 2D, User Event, Clicked, 10 / 7
1754401074721, 2D, App Event, Target selected, 
1754401074729, 2D, State, WAIT, 
1754401091447, 2D, State, RESET, 
1754401091470, 2D, App Event, Target direction[Down_out_left], 11 / 1
1754401098908, 2D, User Event, Clicked, 11 / 1
1754401098930, 2D, App Event, Target selected, 
1754401098942, 2D, State, WAIT, 
1754401117995, 2D, State, RESET, 
1754401118013, 2D, App Event, Target direction[Up_out_right], 1 / 8
1754401122323, 2D, User Event, Clicked, 1 / 8
1754401122339, 2D, App Event, Target selected, 
1754401122353, 2D, State, END, 
1754401122361, 2D, App Event, 2D assignment finished, 
1754401122395, 2D, State, INIT, 
1754401122402, 2D, State, START, 
1754401122478, Horizontal, State, INIT, 
1754401122482, Horizontal, State, START, 
1754401124682, Horizontal, State, WAIT, 
1754401144880, Horizontal, State, RESET, 
1754401144900, Horizontal, App Event, Target direction[Right], 11
1754401147752, Horizontal, User Event, Clicked, 11
1754401147768, Horizontal, App Event, Target selected, 
1754401147776, Horizontal, State, WAIT, 
1754401167888, Horizontal, State, RESET, 
1754401167917, Horizontal, App Event, Target direction[Left_out], 4
1754401172045, Horizontal, User Event, Clicked, 4
1754401172067, Horizontal, App Event, Target selected, 
1754401172075, Horizontal, State, WAIT, 
1754401193030, Horizontal, State, RESET, 
1754401193046, Horizontal, App Event, Target direction[Right], 11
1754401195720, Horizontal, User Event, Clicked, 11
